accuracy,loss,top_10_accuracy,top_20_accuracy,top_3_accuracy,top_5_accuracy,val_accuracy,val_loss,val_top_10_accuracy,val_top_20_accuracy,val_top_3_accuracy,val_top_5_accuracy,learning_rate
0.07944004982709885,3.304579734802246,0.4515760540962219,0.7471669316291809,0.19215312600135803,0.276411771774292,0.13648919761180878,3.0944113731384277,0.5606479048728943,0.8054997324943542,0.29344549775123596,0.39151179790496826,0.0010000000474974513
0.1769736260175705,2.986765146255493,0.5560041666030884,0.7992191314697266,0.3307875394821167,0.40765640139579773,0.20102962851524353,2.9387669563293457,0.6039678454399109,0.8294826745986938,0.3662732243537903,0.44776493310928345,0.0010000000474974513
0.2141510397195816,2.886906862258911,0.5724407434463501,0.8052375912666321,0.35914674401283264,0.4288734495639801,0.2201155126094818,2.912182331085205,0.591160237789154,0.816047191619873,0.36074838042259216,0.4142390787601471,0.0010000000474974513
0.22731168568134308,2.8472187519073486,0.5773164629936218,0.808722972869873,0.36819350719451904,0.43679648637771606,0.22915619611740112,2.878328800201416,0.5968106389045715,0.8127825260162354,0.37958312034606934,0.4326971471309662,0.0010000000474974513
0.23572993278503418,2.815178394317627,0.5835634469985962,0.8115798234939575,0.37453576922416687,0.4439767599105835,0.22287794947624207,2.861881732940674,0.6093671321868896,0.8245856165885925,0.36777999997138977,0.44889503717422485,0.0010000000474974513
0.24233882129192352,2.7936084270477295,0.587620198726654,0.8144367337226868,0.3792400658130646,0.44830015301704407,0.23556001484394073,2.843790292739868,0.5910346508026123,0.8316172957420349,0.39038172364234924,0.4496484100818634,0.0010000000474974513
0.24772879481315613,2.778094530105591,0.5894676446914673,0.8142462372779846,0.3849538266658783,0.4527568817138672,0.23882471024990082,2.836841106414795,0.6117528676986694,0.8314917087554932,0.3882471024990082,0.4545454680919647,0.0010000000474974513
0.24915722012519836,2.765636682510376,0.591524600982666,0.8172935843467712,0.38628703355789185,0.45321398973464966,0.24045705795288086,2.8416244983673096,0.6130085587501526,0.8268458247184753,0.3744349479675293,0.45190858840942383,0.0010000000474974513
0.2519950568675995,2.756814479827881,0.5947242975234985,0.815617561340332,0.3878868818283081,0.45618513226509094,0.24171270430088043,2.8195650577545166,0.6150175929069519,0.8269713521003723,0.39176294207572937,0.4551732838153839,0.0010000000474974513
0.25490906834602356,2.7474656105041504,0.5970479249954224,0.8181125521659851,0.39072468876838684,0.45671841502189636,0.2435961812734604,2.824885129928589,0.6141386032104492,0.8340030312538147,0.3770718276500702,0.4566800594329834,0.0010000000474974513
0.25668030977249146,2.743211030960083,0.5963622331619263,0.8205123543739319,0.3919626772403717,0.4567755460739136,0.24347062408924103,2.8103387355804443,0.6157709956169128,0.8347563743591309,0.3975389301776886,0.4768960177898407,0.0010000000474974513
0.25730884075164795,2.7403244972229004,0.5972192883491516,0.8194838762283325,0.3913722634315491,0.45711836218833923,0.2435961812734604,2.8110692501068115,0.6177800297737122,0.8366398811340332,0.3790808618068695,0.46094927191734314,0.0010000000474974513
0.25928959250450134,2.7333285808563232,0.6004570722579956,0.8192552924156189,0.3936196565628052,0.45999428629875183,0.24861878156661987,2.8169336318969727,0.6161476373672485,0.8265946507453918,0.38422903418540955,0.44864389300346375,0.0010000000474974513
0.2605847120285034,2.7303919792175293,0.598762035369873,0.8215979337692261,0.39413389563560486,0.4602418839931488,0.24334505200386047,2.8208208084106445,0.6153942942619324,0.8173028826713562,0.3782019019126892,0.4434957206249237,0.0010000000474974513
0.26111799478530884,2.7223432064056396,0.6020379066467285,0.8214645981788635,0.39407676458358765,0.4600704610347748,0.24786539375782013,2.8119969367980957,0.6160221099853516,0.8306127786636353,0.3808387815952301,0.45705676078796387,0.0005000000237487257
0.2619369626045227,2.7192108631134033,0.6031044721603394,0.8228168487548828,0.3952956795692444,0.46100372076034546,0.24861878156661987,2.815133810043335,0.6133852601051331,0.8314917087554932,0.38071319460868835,0.4458814561367035,0.0005000000237487257
0.26138463616371155,2.71871280670166,0.6011427640914917,0.8215598464012146,0.39575278759002686,0.4631178081035614,0.24748869240283966,2.8112850189208984,0.6150175929069519,0.833124041557312,0.3808387815952301,0.458437979221344,0.0005000000237487257
0.26201313734054565,2.7125041484832764,0.6036567687988281,0.8243024349212646,0.3967050611972809,0.4648890495300293,0.24899548292160034,2.8095245361328125,0.6155198216438293,0.8352586627006531,0.38121548295021057,0.45831239223480225,0.0002500000118743628
